user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy
What is the church's theological orientation?,"['of attitudes. Comparatively, the UMC stands to the right of liberal and progressive Protestant groups such as the United Church of Christ and the Episcopal Church on certain issues (especially regarding sexuality), but to the left of historically conservative evangelical traditions such as the Southern Baptists and Pentecostalism, in regard to theological matters such as social justice and Biblical interpretation. However, it should be noted that the UMC is made up of a broad diversity of thought, and so there are many clergy and laity within the UMC that hold differing viewpoints on such theological matters.', 'reason, and experience to interpret it, with the aid of the Holy Spirit (see Wesleyan Quadrilateral). Therefore, according to The Book of Discipline, United Methodist theology is at once ""catholic, evangelical, and reformed."" Today, the UMC is generally considered one of the more moderate and tolerant denominations with respect to race, gender, and ideology, though the denomination itself actually includes a very wide spectrum of attitudes. Comparatively, the UMC stands to the right of liberal and progressive Protestant groups such as the United Church of Christ and the Episcopal Church on certain issues', 'Wesleyan theology stands at a unique cross-roads between evangelical and sacramental, between liturgical and charismatic, and between Anglo-Catholic and Reformed theology and practice. It has been characterized as Arminian theology with an emphasis on the work of the Holy Spirit to bring holiness into the life of the participating believer. The United Methodist Church believes in prima scriptura, seeing the Holy Bible as the primary authority in the Church and using sacred tradition, reason, and experience to interpret it, with the aid of the Holy Spirit (see Wesleyan Quadrilateral). Therefore, according to The Book of', 'The United Methodist Church understands itself to be part of the holy catholic (or universal) church and it recognizes the historic ecumenical creeds, the Apostle\'s Creed and the Nicene Creed; which are used frequently in services of worship. The Book of Discipline also recognizes the importance of the Chalcedonian Creed of the Council of Chalcedon. It upholds the concept of the ""visible and invisible Church,"" meaning that all who are truly believers in every age belong to the holy Church invisible, while the United Methodist Church is a branch of the Church visible, to which all', 'more typically Roman ""confessor"" position in some of the more historic and conservative Reformation Churches, such as some of the Lutheran and Anglican. In keeping with the individualistic nature of most Protestant denominations, the emphasis on being guided in spiritual development is small, with a heavy emphasis placed on heavy reading and personal, Spirit-enlightened interpretation of the Holy Bible.']","The United Methodist Church's theological orientation is Wesleyan, which stands at a unique cross-roads between evangelical and sacramental, between liturgical and charismatic, and between Anglo-Catholic and Reformed theology and practice. It emphasizes Arminian theology with a focus on the work of the Holy Spirit to bring holiness into the life of the believer. The church also follows the Wesleyan Quadrilateral, which prioritizes the Holy Bible as the primary authority, supplemented by sacred tradition, reason, and experience, all interpreted with the aid of the Holy Spirit.",Wesleyan,,0.8006966788976945
What is an example of a steam-powered automobile?,"['Steam engines can be said to have been the moving force behind the Industrial Revolution and saw widespread commercial use driving machinery in factories, mills and mines; powering pumping stations; and propelling transport appliances such as railway locomotives, ships, steamboats and road vehicles. Their use in agriculture led to an increase in the land available for cultivation. There have at one time or another been steam-powered farm tractors, motorcycles (without much success) and even automobiles as the Stanley Steamer.', 'Steam engines are external combustion engines, where the working fluid is separate from the combustion products. Non-combustion heat sources such as solar power, nuclear power or geothermal energy may be used. The ideal thermodynamic cycle used to analyze this process is called the Rankine cycle. In the cycle, water is heated and transforms into steam within a boiler operating at a high pressure. When expanded through pistons or turbines, mechanical work is done. The reduced-pressure steam is then condensed and pumped back into the boiler.', 'The first commercial steam-powered device was a water pump, developed in 1698 by Thomas Savery. It used condensing steam to create a vacuum which was used to raise water from below, then it used steam pressure to raise it higher. Small engines were effective though larger models were problematic. They proved only to have a limited lift height and were prone to boiler explosions. It received some use in mines, pumping stations and for supplying water wheels used to power textile machinery. An attractive feature of the Savery engine was its low cost. Bento de Moura Portugal introduced an', 'Reciprocating piston type steam engines remained the dominant source of power until the early 20th century, when advances in the design of electric motors and internal combustion engines gradually resulted in the replacement of reciprocating (piston) steam engines in commercial usage, and the ascendancy of steam turbines in power generation. Considering that the great majority of worldwide electric generation is produced by turbine type steam engines, the ""steam age"" is continuing with energy levels far beyond those of the turn of the 19th century.', ""Although the reciprocating steam engine is no longer in widespread commercial use, various companies are exploring or exploiting the potential of the engine as an alternative to internal combustion engines. The company Energiprojekt AB in Sweden has made progress in using modern materials for harnessing the power of steam. The efficiency of Energiprojekt's steam engine reaches some 27-30% on high-pressure engines. It is a single-step, 5-cylinder engine (no compound) with superheated steam and consumes approx. 4 kg""]",Stanley Steamer,Stanley Steamer,1.0,0.5827549502823102
"How much does a Probationer earn, initially?","['For the salary year beginning April 2008, unpromoted teachers in Scotland earned from £20,427 for a Probationer, up to £32,583 after 6 years teaching, but could then go on to earn up to £39,942 as they complete the modules to earn Chartered Teacher Status (requiring at least 6 years at up to two modules per year.) Promotion to Principal Teacher positions attracts a salary of between £34,566 and £44,616; Deputy Head, and Head teachers earn from £40,290 to', 'for a teacher with 25 years service. A principal of a large school with many years experience and several qualifications (M.A., H.Dip., etc.) could earn over €90,000.', 'is £42,090, compared to £26,719 in the UK. This trend is not necessarily due to the fact that more affluent roles are available, however, as architects with 14 or more years experience working in the Middle East earn on average £43,389 per annum, compared to £40,000 in the UK. Some construction workers in the US/Canada have made more than $100,000 annually, depending on their trade.', 'In 2010 a salary survey revealed the differences in remuneration between different roles, sectors and locations in the construction and built environment industry. The results showed that areas of particularly strong growth in the construction industry, such as the Middle East, yield higher average salaries than in the UK for example. The average earning for a professional in the construction industry in the Middle East, across all sectors, job types and levels of experience, is £42,090, compared to £26,719 in the UK. This trend is not necessarily due to the fact that more affluent roles are', 'Employers who offer a below market wage will find that their business is chronically understaffed. Their competitors will take advantage of the situation by offering a higher wage the best of their labor. For a businessman who has the profit motive as the prime interest, it is a losing proposition to offer below or above market wages to workers.']","£20,427","20,427",1.0,0.5936608983425041
What position does Brandon Marshall currently play? ,"['career, ranking second on the team with 7½ sacks. Linebacker Brandon Marshall led the team in total tackles with 109, while Danny Trevathan ranked second with 102. Cornerbacks Aqib Talib (three interceptions) and Chris Harris, Jr. (two interceptions) were the other two Pro Bowl selections from the defense.', ""The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four fumbles, and recovered three. Linebacker DeMarcus Ware was selected to play in the Pro Bowl for the ninth time in his career, ranking second on the team with 7½ sacks. Linebacker Brandon Marshall led the team in total tackles with 109, while Danny Trevathan ranked second with"", 'Westwood One will carry the game throughout North America, with Kevin Harlan as play-by-play announcer, Boomer Esiason and Dan Fouts as color analysts, and James Lofton and Mark Malone as sideline reporters. Jim Gray will anchor the pre-game and halftime coverage.', 'was the top defensive performer for Carolina with four total tackles, three sacks, a forced fumble, a fumble recovery, and an interception. Defensive End Charles Johnson had four total tackles, a sack, and a forced fumble. Linebacker Luke Kuechly had 11 total tackles, while Thomas Davis had seven, despite playing just two weeks after breaking his right arm in the NFC title game.', ""receptions for 485 yards), rookie Devin Funchess (31 receptions for 473 yards and five touchdowns), and second-year receiver Corey Brown (31 receptions for 447 yards). The Panthers backfield featured Pro Bowl running back Jonathan Stewart, who led the team with 989 rushing yards and six touchdowns in 13 games, along with Pro Bowl fullback Mike Tolbert, who rushed for 256 yards and caught 18 passes for another 154 yards. Carolina's offensive line also featured two Pro Bowl selections: center Ryan Kalil and guard Trai Turner.""]",Linebacker,Linebacker,0.0,0.6717317366527019
How many members are on the Warsaw City Counil?,"['2.666 million residents, which makes Warsaw the 9th most-populous capital city in the European Union. The city limits cover 516.9 square kilometres (199.6 sq mi), while the metropolitan area covers 6,100.43 square kilometres (2,355.39 sq mi).', 'Legislative power in Warsaw is vested in a unicameral Warsaw City Council (Rada Miasta), which comprises 60 members. Council members are elected directly every four years. Like most legislative bodies, the City Council divides itself into committees which have the oversight of various functions of the city government. Bills passed by a simple majority are sent to the mayor (the President of Warsaw), who may sign them into law. If the mayor vetoes a bill, the Council has 30 days to override the veto by a two-thirds majority vote.', 'Warsaw (Polish: Warszawa [varˈʂava] ( listen); see also other names) is the capital and largest city of Poland. It stands on the Vistula River in east-central Poland, roughly 260 kilometres (160 mi) from the Baltic Sea and 300 kilometres (190 mi) from the Carpathian Mountains. Its population is estimated at 1.740 million residents within a greater metropolitan area of 2.666 million residents, which makes Warsaw the 9th most-populous capital city in the European Union. The city limits cover 516.9 square kilometres', 'is one of the cities with the highest number of skyscrapers in the European Union. Warsaw has also been called ""Eastern Europe’s chic cultural capital with thriving art and club scenes and serious restaurants"".', ""city's total population. In 1933, out of 1,178,914 inhabitants 833,500 were of Polish mother tongue. World War II changed the demographics of the city, and to this day there is much less ethnic diversity than in the previous 300 years of Warsaw's history. Most of the modern day population growth is based on internal migration and urbanisation.""]",60,60,1.0,0.3852603886199944
What is the term for the lack of obsevable free quarks?,"['predicts an as yet unobserved Higgs mechanism, but observations such as neutrino oscillations indicate that the standard model is incomplete. A Grand Unified Theory allowing for the combination of the electroweak interaction with the strong force is held out as a possibility with candidate theories such as supersymmetry proposed to accommodate some of the outstanding unsolved problems in physics. Physicists are still attempting to develop self-consistent unification models that would combine all four fundamental interactions into a theory of everything. Einstein tried and failed at this endeavor, but currently the most popular approach', 'the development of quantum mechanics led to a modern understanding that the first three fundamental forces (all except gravity) are manifestations of matter (fermions) interacting by exchanging virtual particles called gauge bosons. This standard model of particle physics posits a similarity between the forces and led scientists to predict the unification of the weak and electromagnetic forces in electroweak theory subsequently confirmed by observation. The complete formulation of the standard model predicts an as yet unobserved Higgs mechanism, but observations such as neutrino oscillations indicate that the standard model is incomplete. A', 'developed, which shows that electromagnetic forces and the weak force are indistinguishable at a temperatures in excess of approximately 1015 kelvins. Such temperatures have been probed in modern particle accelerators and show the conditions of the universe in the early moments of the Big Bang.', 'With modern insights into quantum mechanics and technology that can accelerate particles close to the speed of light, particle physics has devised a Standard Model to describe forces between particles smaller than atoms. The Standard Model predicts that exchanged particles called gauge bosons are the fundamental means by which forces are emitted and absorbed. Only four main interactions are known: in order of decreasing strength, they are: strong, electromagnetic, weak, and gravitational.:2–10:79 High-energy particle physics observations made during the 1970s and 1980s confirmed that the weak and electromagnetic forces are expressions of a more fundamental', 'of sequential, low-to-high energy, or Aufbau, filling of orbitals, and the resulting cancellation of contributions from the 2s electrons, after sequential filling of the low σ and σ* orbitals; σ overlap of the two atomic 2p orbitals that lie along the O-O molecular axis and π overlap of two pairs of atomic 2p orbitals perpendicular to the O-O molecular axis, and then cancellation of contributions from the remaining two of the six 2p electrons after their partial filling of the lowest π and π* orbitals.']","The term for the lack of observable free quarks is ""confinement.""",color confinement,0.0,0.9922894735930999
The Church supports those persons who conscientiously oppose what?,"['The United Methodist Church opposes conscription as incompatible with the teaching of Scripture. Therefore, the Church supports and extends its ministry to those persons who conscientiously oppose all war, or any particular war, and who therefore refuse to serve in the armed forces or to cooperate with systems of military conscription. However, the United Methodist Church also supports and extends its ministry to those persons who conscientiously choose to serve in the armed forces or to accept alternative service. The church also states that ""as Christians they are aware that neither the way of military action, nor the way of inaction', 'forces or to accept alternative service. The church also states that ""as Christians they are aware that neither the way of military action, nor the way of inaction is always righteous before God.""', 'are part of the Religious Coalition for Reproductive Choice\'s governing coalition, The General Board of Church and Society, and the United Methodist Women. The church cautions that ""Governmental laws and regulations do not provide all the guidance required by the informed Christian conscience."" The Church emphasizes the need to be in supportive ministry with all women, regardless of their choice.', ""The United Methodist Church maintains that war is incompatible with Christ's message and teachings. Therefore, the Church rejects war as an instrument of national foreign policy, to be employed only as a last resort in the prevention of such evils as genocide, brutal suppression of human rights, and unprovoked international aggression. It insists that the first moral duty of all nations is to resolve by peaceful means every dispute that arises between or among them; that human values must outweigh military claims as governments determine their priorities; that the militarization of society must be challenged and stopped; that"", 'Historically, the Methodist Church has supported the temperance movement. John Wesley warned against the dangers of drinking in his famous sermon, ""The Use of Money,"" and in his letter to an alcoholic. At one time, Methodist ministers had to take a pledge not to drink and encouraged their congregations to do the same. Today the United Methodist Church states that it ""affirms our long-standing support of abstinence from alcohol as a faithful witness to God\'s liberating and redeeming love for persons."" In fact, the United Methodist Church uses unfermented']","The Church supports those persons who conscientiously oppose all war, or any particular war.",all war,1.0,0.7232417068227498
What does UMC stand for?,"[""The United Methodist Church (UMC) is a mainline Protestant Methodist denomination. In the 19th century its main predecessor was a leader in Evangelicalism. Founded in 1968 by the union of the Methodist Church (USA) and the Evangelical United Brethren Church, the UMC traces its roots back to the revival movement of John and Charles Wesley in England as well as the Great Awakening in the United States. As such, the church's theological orientation is decidedly Wesleyan. It embraces both liturgical and evangelical elements."", 'The United Methodist Church is the largest denomination within the wider Methodist movement, which has approximately 80 million adherents across the world. In the United States, the UMC ranks as the largest mainline Protestant denomination, the largest Protestant church after the Southern Baptist Convention, and the third largest Christian denomination. As of 2014, worldwide membership was about 12 million: 7.2 million in the United States, and 4.4 million in Africa, Asia and Europe. It is a member of the World Council of Churches, the World Methodist Council, and other religious associations. In 2015, Pew Research estimated that', 'of attitudes. Comparatively, the UMC stands to the right of liberal and progressive Protestant groups such as the United Church of Christ and the Episcopal Church on certain issues (especially regarding sexuality), but to the left of historically conservative evangelical traditions such as the Southern Baptists and Pentecostalism, in regard to theological matters such as social justice and Biblical interpretation. However, it should be noted that the UMC is made up of a broad diversity of thought, and so there are many clergy and laity within the UMC that hold differing viewpoints on such theological matters.', 'The UMC is also a member of the Wesleyan Holiness Consortium, which seeks to reconceive and promote Biblical holiness in today\'s Church. It is also active in the World Methodist Council, an interdenominational group composed of various churches in the tradition of John Wesley to promote the Gospel throughout the world. On July 18, 2006, delegates to the World Methodist Council voted unanimously to adopt the ""Joint Declaration on the Doctrine of Justification"", which was approved in 1999 by the Vatican and the Lutheran World Federation.', 'reason, and experience to interpret it, with the aid of the Holy Spirit (see Wesleyan Quadrilateral). Therefore, according to The Book of Discipline, United Methodist theology is at once ""catholic, evangelical, and reformed."" Today, the UMC is generally considered one of the more moderate and tolerant denominations with respect to race, gender, and ideology, though the denomination itself actually includes a very wide spectrum of attitudes. Comparatively, the UMC stands to the right of liberal and progressive Protestant groups such as the United Church of Christ and the Episcopal Church on certain issues']",United Methodist Church,United Methodist Church,1.0,0.6137797834074404
Which team had the best regular season in their history?,"['Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009', 'winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers. With their NFC-best 15–1 regular season record, the Panthers clinched home-field advantage throughout the NFC playoffs for the first time in franchise history. Ten players were selected to the Pro Bowl (the most in franchise history) along with eight All-Pro selections.', 'number one in total yards allowed, passing yards allowed and sacks, and like the previous three seasons, the team has continued to set numerous individual, league and franchise records. With the defense carrying the team despite the issues with the offense, the Broncos finished the regular season with a 12–4 record and earned home-field advantage throughout the AFC playoffs.', ""team in the Super Bowl was the Pittsburgh Steelers; they defeated the Seattle Seahawks 21–10 in Super Bowl XL 10 seasons prior. The Broncos' decision to wear white meant the Panthers would wear their standard home uniform: black jerseys with silver pants."", 'The Panthers finished the regular season with a 15–1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49–15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The Broncos finished the regular season with a 12–4 record, and denied the New England Patriots a chance to defend their title from Super Bowl XLIX by defeating them 20–18 in the AFC Championship Game. They joined the Patriots, Dallas Cowboys, and Pittsburgh Steelers as one of four teams that have made']",The Carolina Panthers had the best regular season in their history.,Carolina Panthers,1.0,0.9999999999997476
"Besides the arguments with Rome and his own fellow reformers, what scandal  contributed to Luther's failing health?","[""Luther had been suffering from ill health for years, including Ménière's disease, vertigo, fainting, tinnitus, and a cataract in one eye. From 1531 to 1546, his health deteriorated further. The years of struggle with Rome, the antagonisms with and among his fellow reformers, and the scandal which ensued from the bigamy of the Philip of Hesse incident, in which Luther had played a leading role, all may have contributed. In 1536, he began to suffer from kidney and bladder stones, and arthritis, and an ear"", 'Some scholars, such as Mark U. Edwards in his book Luther\'s Last Battles: Politics and Polemics 1531–46 (1983), suggest that since Luther\'s increasingly antisemitic views developed during the years his health deteriorated, it is possible they were at least partly the product of a declining state of mind. Edwards also comments that Luther often deliberately used ""vulgarity and violence"" for effect, both in his writings condemning the Jews and in diatribes against ""Turks"" (Muslims) and Catholics.', ""Martin Luther (/ˈluːθər/ or /ˈluːðər/; German: [ˈmaɐ̯tiːn ˈlʊtɐ] ( listen); 10 November 1483 – 18 February 1546) was a German professor of theology, composer, priest, former monk and a seminal figure in the Protestant Reformation. Luther came to reject several teachings and practices of the Late Medieval Catholic Church. He strongly disputed the claim that freedom from God's punishment for sin could be purchased with money. He proposed an academic discussion of the power and"", 'On 31 October 1517, Luther wrote to his bishop, Albert of Mainz, protesting the sale of indulgences. He enclosed in his letter a copy of his ""Disputation of Martin Luther on the Power and Efficacy of Indulgences"", which came to be known as The Ninety-Five Theses. Hans Hillerbrand writes that Luther had no intention of confronting the church, but saw his disputation as a scholarly objection to church practices, and the tone of the writing is accordingly ""searching, rather than doctrinaire."" Hillerbrand writes', 'Luther, who had sent the Pope a copy of On the Freedom of a Christian in October, publicly set fire to the bull and decretals at Wittenberg on 10 December 1520, an act he defended in Why the Pope and his Recent Book are Burned and Assertions Concerning All Articles. As a consequence, Luther was excommunicated by Pope Leo X on 3 January 1521, in the bull Decet Romanum Pontificem.']","The scandal that contributed to Luther's failing health was the bigamy of Philip of Hesse incident, in which Luther had played a leading role.",bigamy of the Philip of Hesse,0.5,0.8861353855525532
When was the French colony in modern day Brazil founded?,"['The first Huguenots to leave France sought freedom from persecution in Switzerland and the Netherlands.[citation needed] A group of Huguenots was part of the French colonisers who arrived in Brazil in 1555 to found France Antarctique. A couple of ships with around 500 people arrived at the Guanabara Bay, present-day Rio de Janeiro, and settled in a small island. A fort, named Fort Coligny, was built to protect them from attack from the Portuguese troops and Brazilian Native Americans. It was an attempt to establish a French colony in South', 'named Fort Coligny, was built to protect them from attack from the Portuguese troops and Brazilian Native Americans. It was an attempt to establish a French colony in South America. The fort was destroyed in 1560 by the Portuguese, who captured part of the Huguenots. The Portuguese threatened the prisoners with death if they did not convert to Catholicism. The Huguenots of Guanabara, as they are now known, produced a declaration of faith to express their beliefs to the Portuguese. This was their death sentence. This document, the Guanabara Confession of Faith, became the first Protestant', ""French Huguenots made two attempts to establish a haven in North America. In 1562, naval officer Jean Ribault led an expedition that explored Florida and the present-day Southeastern U.S., and founded the outpost of Charlesfort on Parris Island, South Carolina. The Wars of Religion precluded a return voyage, and the outpost was abandoned. In 1564, Ribault's former lieutenant René Goulaine de Laudonnière launched a second voyage to build a colony; he established Fort Caroline in what is now Jacksonville, Florida. War at home again"", 'sent to colonize places as diverse as French Guiana and the Falkland Islands; these latter efforts were unsuccessful. Others migrated to places like Saint-Domingue, and fled to New Orleans after the Haitian Revolution. The Louisiana population contributed to the founding of the modern Cajun population. (The French word ""Acadien"" evolved to ""Cadien"", then to ""Cajun"".)', 'In 1564 a group of Norman Huguenots under the leadership of Jean Ribault established the small colony of Fort Caroline on the banks of the St. Johns River in what is today Jacksonville, Florida. The effort was the first at any permanent European settlement in the present-day continental United States, but survived only a short time. A September 1565 French naval attack against the new Spanish colony at St. Augustine failed when its ships were hit by a hurricane on their way to the Spanish encampment at Fort Matanzas. Hundreds of French soldiers were stranded and surrendered to the']",1555,1555,1.0,0.4339110435876344
The merger between ITT and ABC was suspended after a complaint was filed by whom in July 1967?,"[""over the journalistic integrity of ABC and how it could be influenced by the overseas ownership of ITT. ITT management promised that the company would allow ABC to retain autonomy in the publishing business. The merger was suspended, and a complaint was filed by the Department of Justice in July 1967, with ITT going to trial in October 1967; the merger was officially canceled after the trial's conclusion on January 1, 1968."", 'On December 7, 1965, Goldenson announced a merger proposal with ITT to ABC management; the two companies agreed to the deal on April 27, 1966. The FCC approved the merger on December 21, 1966; however, the previous day (December 20), Donald F. Turner, head antitrust regulator for the United States Department of Justice, expressed doubts related to such issues as the emerging cable television market, and concerns over the journalistic integrity of ABC and how it could be influenced by the overseas ownership of ITT. ITT management promised that the company would allow ABC to', ""On April 30, 2000, as a result of a carriage dispute with ABC, Time Warner Cable removed ABC owned-and-operated stations from the cable provider's systems in four markets (WABC-TV in New York City, KABC-TV in Los Angeles, KTRK in Houston and WTVD in Raleigh-Durham). The network had earlier reached an eleventh-hour deal to renew its carriage agreement with the provider on December 31, 1999. ABC filed an emergency petition to the Federal Communications Commission on May 1 to force TWC to restore the affected"", ""In 1952, when the release of the FCC's Sixth Report and Order announced the end of its freeze on new station license applications, among the issues the Commission was slated to address was whether to approve the UPT-ABC merger. One FCC Commissioner saw the possibility of ABC, funded by UPT, becoming a viable and competitive third television network. On February 9, 1953, the FCC approved UPT's purchase of ABC in exchange for $25 million in shares. The merged company, renamed American Broadcasting-Paramount Theatres, Inc. and headquartered in the Paramount Building at"", ""On July 31, 1995, The Walt Disney Company announced an agreement to merge with Capital Cities/ABC for $19 billion. Disney shareholders approved the merger at a special conference in New York City on January 4, 1996, with the acquisition of Capital Cities/ABC being completed on February 9; following the sale, Disney renamed its new subsidiary ABC Inc. In addition to the ABC network, the Disney acquisition integrated ABC's ten owned-and-operated television and 21 radio stations; its 80% interest in ESPN, ownership interests in The History Channel, A&E Television Networks,""]",The Department of Justice,Department of Justice,1.0,0.4171321565895725
What sections of Church dogma did Luther come to view in another way?,"['was the direction in which he moved."" From 1525 to 1529, he established a supervisory church body, laid down a new form of worship service, and wrote a clear summary of the new faith in the form of two catechisms. Luther\'s thought is revolutionary to the extent that it is a theology of the cross, the negation of every affirmation: as long as the cross is at the center, the system building tendency of reason is held in check, and system building does not degenerate into System.', ""From 1510 to 1520, Luther lectured on the Psalms, the books of Hebrews, Romans, and Galatians. As he studied these portions of the Bible, he came to view the use of terms such as penance and righteousness by the Catholic Church in new ways. He became convinced that the church was corrupt in its ways and had lost sight of what he saw as several of the central truths of Christianity. The most important for Luther was the doctrine of justification – God's act of declaring a sinner righteous – by faith alone through God's grace."", 'ideology. Nevertheless, his misguided agitation had the evil result that Luther fatefully became one of the \'church fathers\' of anti-Semitism and thus provided material for the modern hatred of the Jews, cloaking it with the authority of the Reformer."" Johannes Wallmann argues that Luther\'s writings against the Jews were largely ignored in the 18th and 19th centuries, and that there was no continuity between Luther\'s thought and Nazi ideology. Uwe Siemon-Netto agreed, arguing that it was because the Nazis were already anti-Semites that they revived', ""alternative to the Catholic mass. Luther's service, however, included congregational singing of hymns and psalms in German, as well as of parts of the liturgy, including Luther's unison setting of the Creed. To reach the simple people and the young, Luther incorporated religious instruction into the weekday services in the form of the catechism. He also provided simplified versions of the baptism and marriage services."", 'Other scholars argue that, even if his views were merely anti-Judaic—that is, opposed to Judaism and its adherence rather than the Jews as an ethnic group—their violence lent a new element to the standard Christian suspicion of Judaism. Ronald Berger writes that Luther is credited with ""Germanizing the Christian critique of Judaism and establishing anti-Semitism as a key element of German culture and national identity."" Paul Rose argues that he caused a ""hysterical and demonizing mentality"" about Jews to enter German thought and discourse, a mentality that might otherwise have been absent.']",Luther came to view the use of terms such as penance and righteousness in new ways.,penance and righteousness,1.0,0.7176361945132497
What are incompetent government's commitment to social justice limited to?,"['Some forms of civil disobedience, such as illegal boycotts, refusals to pay taxes, draft dodging, distributed denial-of-service attacks, and sit-ins, make it more difficult for a system to function. In this way, they might be considered coercive. Brownlee notes that ""although civil disobedients are constrained in their use of coercion by their conscientious aim to engage in moral dialogue, nevertheless they may find it necessary to employ limited coercion in order to get their issue onto the table.""', 'Islamist movements such as the Muslim Brotherhood, ""are well known for providing shelters, educational assistance, free or low cost medical clinics, housing assistance to students from out of town, student advisory groups, facilitation of inexpensive mass marriage ceremonies to avoid prohibitively costly dowry demands, legal assistance, sports facilities, and women\'s groups."" All this compares very favourably against incompetent, inefficient, or neglectful governments whose commitment to social justice is limited to rhetoric.', 'Some theories of civil disobedience hold that civil disobedience is only justified against governmental entities. Brownlee argues that disobedience in opposition to the decisions of non-governmental agencies such as trade unions, banks, and private universities can be justified if it reflects ""a larger challenge to the legal system that permits those decisions to be taken"". The same principle, she argues, applies to breaches of law in protest against international organizations and foreign governments.', 'may express the will of the majority but it may also express nothing more than the will of elite politicians. Even a good form of government is “liable to be abused and perverted before the people can act through it.” Moreover, even if a government did express the voice of the people, this fact would not compel the obedience of individuals who disagree with what is being said. The majority may be powerful but it is not necessarily right. What, then, is the proper relationship between the individual and the government?', ""Some civil disobedients feel it is incumbent upon them to accept punishment because of their belief in the validity of the social contract, which is held to bind all to obey the laws that a government meeting certain standards of legitimacy has established, or else suffer the penalties set out in the law. Other civil disobedients who favor the existence of government still don't believe in the legitimacy of their particular government, or don't believe in the legitimacy of a particular law it has enacted. And still other civil disobedients, being anarchists,""]",Rhetoric.,rhetoric,0.0,0.0
What was Luther involved in dealing with the minds in Mansfeld?,"[""Luther's final journey, to Mansfeld, was taken because of his concern for his siblings' families continuing in their father Hans Luther's copper mining trade. Their livelihood was threatened by Count Albrecht of Mansfeld bringing the industry under his own control. The controversy that ensued involved all four Mansfeld counts: Albrecht, Philip, John George, and Gerhard. Luther journeyed to Mansfeld twice in late 1545 to participate in the negotiations for a settlement, and a third visit was needed in early 1546 for their completion."", 'argues that he caused a ""hysterical and demonizing mentality"" about Jews to enter German thought and discourse, a mentality that might otherwise have been absent. Christopher J. Probst in his book Demonizing the Jews: Luther and the Protestant Church in Nazi Germany (2012), shows that a large number of German Lutheran clergy and theologians during the Nazi Third Reich used Luther\'s hostile publications towards the Jews and their Jewish religion to justify at least in part the anti-Semitic policies of the National Socialists.', 'ideology. Nevertheless, his misguided agitation had the evil result that Luther fatefully became one of the \'church fathers\' of anti-Semitism and thus provided material for the modern hatred of the Jews, cloaking it with the authority of the Reformer."" Johannes Wallmann argues that Luther\'s writings against the Jews were largely ignored in the 18th and 19th centuries, and that there was no continuity between Luther\'s thought and Nazi ideology. Uwe Siemon-Netto agreed, arguing that it was because the Nazis were already anti-Semites that they revived', 'Some scholars, such as Mark U. Edwards in his book Luther\'s Last Battles: Politics and Polemics 1531–46 (1983), suggest that since Luther\'s increasingly antisemitic views developed during the years his health deteriorated, it is possible they were at least partly the product of a declining state of mind. Edwards also comments that Luther often deliberately used ""vulgarity and violence"" for effect, both in his writings condemning the Jews and in diatribes against ""Turks"" (Muslims) and Catholics.', 'Luther wrote about the Jews throughout his career, though only a few of his works dealt with them directly. Luther rarely encountered Jews during his life, but his attitudes reflected a theological and cultural tradition which saw Jews as a rejected people guilty of the murder of Christ, and he lived within a local community that had expelled Jews some ninety years earlier. He considered the Jews blasphemers and liars because they rejected the divinity of Jesus, whereas Christians believed Jesus was the Messiah. But Luther believed that all human beings who set themselves against God were equally guilty. As early as']",Luther was involved in participating in negotiations for a settlement in Mansfeld.,negotiations,1.0,0.8039103121652987
